POS Txn,Dept,ID,Sales U
16120100160022004729,0603:BEAUTY CARE,99,2
16120100160022004729,0604:PERSONAL CARE,100,1
16120100160022004729,0836:HOUSEHOLD CLEANING,143,2
16120100160022004729,0879:PET SUPPLIES,158,2
16120100160022004729,0884:LAWN & GARDEN,160,2
16120100160022004730,0590:MASS COSMETICS,86,1
16120100160022004730,0640:TOYS,108,1
16120100160022004730,0962:BEVERAGES,170,4
16120100160022004730,0973:CANDY,175,3
16120100160022004731,0640:TOYS,108,1
16120100160022004731,0646:SEASONAL,110,1
16120100160022004732,0962:BEVERAGES,170,1
16120100160022004732,0982:SPIRITS,176,2
16120100160022004733,0982:SPIRITS,176,2
16120100160022004733,0983:WINE,177,1
16120100160022004734,0604:PERSONAL CARE,100,1
16120100160022004734,0982:SPIRITS,176,3
16120100160022004735,0597:HEALTH AIDS,93,1
16120100160022004735,0846:BATTERIES,147,1
16120100160022004735,0961:GENERAL GROCERIES,169,1
16120100160022004735,0962:BEVERAGES,170,2
16120100160022004736,0597:HEALTH AIDS,93,3
16120100160022004736,0603:BEAUTY CARE,99,1
16120100160022004736,0604:PERSONAL CARE,100,2
16120100160022004736,0982:SPIRITS,176,5
16120100160022004736,0984:BEER,178,2
16120100160022004736,0991:TOBACCO,179,2
16120100160022004737,0879:PET SUPPLIES,158,1
16120100160022004737,0982:SPIRITS,176,1
16120100160022004737,0991:TOBACCO,179,2
16120100160022004738,0637:FISHING,105,1
16120100160022004739,0597:HEALTH AIDS,93,3
16120100160022004739,0604:PERSONAL CARE,100,2
16120100160022004739,0836:HOUSEHOLD CLEANING,143,3
16120100160022004739,0984:BEER,178,2
16120100160022004739,0991:TOBACCO,179,1
16120100160022004740,0982:SPIRITS,176,3
16120100160022004740,0983:WINE,177,2
16120100160022004741,0982:SPIRITS,176,2
16120100160022004741,0984:BEER,178,2
16120100160022004742,0597:HEALTH AIDS,93,2
16120100160022004742,0861:GENERAL HARDWARE,156,1
16120100160022004743,0962:BEVERAGES,170,1
16120100160022004743,0982:SPIRITS,176,1
16120100160022004744,0982:SPIRITS,176,4
16120100160022004745,0982:SPIRITS,176,2
16120100160022004745,0991:TOBACCO,179,1
16120100160022004746,0836:HOUSEHOLD CLEANING,143,1
16120100160022004747,0982:SPIRITS,176,13
16120100160022004748,0991:TOBACCO,179,1
16120100160022004749,0983:WINE,177,1
16120100160022004749,0991:TOBACCO,179,2
16120100160022004750,0991:TOBACCO,179,4
16120100160022004751,0597:HEALTH AIDS,93,1
16120100160022004751,0879:PET SUPPLIES,158,1
16120100160022004751,0973:CANDY,175,1
16120100160022004752,0822:THIRD PARTY GIFTCARD,278,2
16120100160022004753,0879:PET SUPPLIES,158,3
16120100160022004753,0991:TOBACCO,179,1
16120100160022004754,0983:WINE,177,2
16120100160022004756,0359:MENS ACCESSORIES,41,1
16120100160022004756,0973:CANDY,175,1
16120100160022004757,0645:BIKES,109,4
16120100160022004757,0846:BATTERIES,147,1
16120100160022004758,0982:SPIRITS,176,2
16120100160022004758,0983:WINE,177,3
16120100160022004759,0861:GENERAL HARDWARE,156,3
16120100160022004760,0597:HEALTH AIDS,93,1
16120100160022004760,0982:SPIRITS,176,1
16120100160022004760,0983:WINE,177,4
16120100160022004761,0861:GENERAL HARDWARE,156,2
16120100160022004762,0836:HOUSEHOLD CLEANING,143,1
16120100160022004762,0982:SPIRITS,176,2
16120100160022004762,0991:TOBACCO,179,1
16120100160022004763,0532:AMERICAN GREETINGS,72,1
16120100160022004763,0603:BEAUTY CARE,99,3
16120100160022004763,0638:GEN SPORTING GOODS,106,4
16120100160022004763,0973:CANDY,175,4
16120100160022004763,0982:SPIRITS,176,5
16120100160022004763,0983:WINE,177,1
16120100160022004763,0984:BEER,178,1
16120100160022004764,0983:WINE,177,1
16120100160022004765,0532:AMERICAN GREETINGS,72,2
16120100160022004765,0640:TOYS,108,1
16120100160022004765,0646:SEASONAL,110,1
16120100160022004766,0879:PET SUPPLIES,158,1
16120100160022004767,0541:BOOKS AND MAPS,74,1
16120100160022004767,0973:CANDY,175,2
16120100160022004768,0597:HEALTH AIDS,93,1
16120100160022004768,0973:CANDY,175,3
16120100160022004768,0983:WINE,177,1
16120100160022004768,0984:BEER,178,2
16120100160022004769,0861:GENERAL HARDWARE,156,4
16120100160022004770,0638:GEN SPORTING GOODS,106,1
16120100160022004770,0983:WINE,177,2
16120100160022004771,0597:HEALTH AIDS,93,1
16120100160022004772,0984:BEER,178,4
16120100160022004773,0982:SPIRITS,176,1
16120100160022004778,0982:SPIRITS,176,3
16120100160022004779,0590:MASS COSMETICS,86,1
16120100160022004779,0973:CANDY,175,1
16120100160022004780,0982:SPIRITS,176,1
16120100160022004780,0983:WINE,177,2
16120100160022004780,0984:BEER,178,2
16120100160022004781,0982:SPIRITS,176,1
16120100160022004781,0983:WINE,177,1
16120100160022004782,0884:LAWN & GARDEN,160,6
16120100160022004782,0983:WINE,177,1
16120100160022004783,0531:STATIONERY SUNDRIES,71,4
16120100160022004783,0597:HEALTH AIDS,93,3
16120100160022004783,0603:BEAUTY CARE,99,2
16120100160022004783,0836:HOUSEHOLD CLEANING,143,2
16120100160022004783,0879:PET SUPPLIES,158,1
16120100160022004783,0973:CANDY,175,8
16120100160022004784,0991:TOBACCO,179,1
16120100160022004785,0879:PET SUPPLIES,158,2
16120100160022004786,0982:SPIRITS,176,2
16120100160022004787,0982:SPIRITS,176,1
16120100160022004788,0991:TOBACCO,179,3
16120100160022004789,0532:AMERICAN GREETINGS,72,2
16120100160022004789,0836:HOUSEHOLD CLEANING,143,2
16120100160022004789,0879:PET SUPPLIES,158,3
16120100160022004789,0982:SPIRITS,176,4
16120100160022004789,0991:TOBACCO,179,4
16120100160022004790,0962:BEVERAGES,170,2
16120100160022004790,0991:TOBACCO,179,1
16120100160022004791,0982:SPIRITS,176,3
16120100160022004791,0984:BEER,178,1
16120100160022004792,0982:SPIRITS,176,1
16120100160022004792,0991:TOBACCO,179,2
16120100160022004793,0982:SPIRITS,176,1
16120100160022004793,0991:TOBACCO,179,1
16120100160022004794,0973:CANDY,175,8
16120100160022004794,0982:SPIRITS,176,1
16120100160022004795,0391:MENS SHOES,48,1
16120100160022004796,0638:GEN SPORTING GOODS,106,1
16120100160022004796,0644:SPORTS NUTRITION,292,1
16120100160022004796,0973:CANDY,175,2
16120100160022004797,0597:HEALTH AIDS,93,1
16120100160022004797,0836:HOUSEHOLD CLEANING,143,3
16120100160022004798,0646:SEASONAL,110,2
16120100160022004798,0861:GENERAL HARDWARE,156,1
16120100160022004799,0797:SEASONAL GIFTS,294,2
16120100160022004799,0983:WINE,177,1
16120100160022004799,0984:BEER,178,7
16120100160022004800,0982:SPIRITS,176,2
16120100160022004800,0991:TOBACCO,179,1
16120100160022004801,0884:LAWN & GARDEN,160,1
16120100160022004801,0982:SPIRITS,176,1
16120100160022004801,0983:WINE,177,1
16120100160022004801,0984:BEER,178,2
16120100160022004802,0071:BEAUTY RETAIL,266,1
16120100160022004802,0983:WINE,177,1
16120100160022004802,0991:TOBACCO,179,2
16120100160022004803,0826:SMALL ELECTRICS,138,1
16120100160022004803,0973:CANDY,175,2
16120100160022004803,0982:SPIRITS,176,2
16120100160022004803,0983:WINE,177,3
16120100160022004803,0991:TOBACCO,179,1
16120100160022004804,0982:SPIRITS,176,2
16120100160022004804,0991:TOBACCO,179,1
16120100160022004805,0395:MENS ATHLETIC SHOES,49,1
16120100160022004805,0961:GENERAL GROCERIES,169,1
16120100160022004805,0982:SPIRITS,176,1
16120100160022004806,0962:BEVERAGES,170,1
16120100160022004806,0984:BEER,178,2
16120100160022004807,0984:BEER,178,3
16120100160022004807,0991:TOBACCO,179,3
16120100160022004808,0110:LDS OUTERWEAR/OUTDR,1,1
16120100160022004808,0240:SLEEPWEAR/LOUNGEWEAR,24,1
16120100160022004808,0380:MENS ACTIVEWEAR,46,1
16120100160022004808,0470:BOYS 8-20 CLOTHING,61,1
16120100160022004808,0603:BEAUTY CARE,99,3
16120100160022004808,0722:OUTDOOR LIVING,122,1
16120100160022004808,0837:GENERAL HOUSEWARES,296,3
16120100160022004808,0845:AS SEEN ON TV,146,2
16120100160022004808,0982:SPIRITS,176,4
16120100160022004808,0983:WINE,177,3
16120100160022004808,0984:BEER,178,2
16120100160022004808,0991:TOBACCO,179,2
16120100160022004809,0879:PET SUPPLIES,158,1
16120100160022004809,0991:TOBACCO,179,3
16120100160022004810,0962:BEVERAGES,170,1
16120100160022004810,0982:SPIRITS,176,4
16120100160022004811,0879:PET SUPPLIES,158,2
16120100160022004811,0982:SPIRITS,176,4
16120100160022004811,0991:TOBACCO,179,4
16120100160022004812,0836:HOUSEHOLD CLEANING,143,1
16120100160022004812,0854:VIDEO GAMES,152,2
16120100160022004813,0590:MASS COSMETICS,86,1
16120100160022004813,0983:WINE,177,3
16120100160022004813,0984:BEER,178,1
16120100160022004814,0962:BEVERAGES,170,1
16120100160022004815,0603:BEAUTY CARE,99,1
16120100160022004816,0983:WINE,177,1
16120100160022004817,0603:BEAUTY CARE,99,1
16120100160022004817,0879:PET SUPPLIES,158,1
16120100160022004817,0984:BEER,178,2
16120100160022004818,0640:TOYS,108,1
16120100160022004818,0645:BIKES,109,2
16120100160022004819,0680:AUTOMOTIVE,113,1
16120100160022004819,0879:PET SUPPLIES,158,4
16120100160022004820,0991:TOBACCO,179,3
16120100160022004821,0879:PET SUPPLIES,158,10
16120100160022004821,0983:WINE,177,3
16120100160022004822,0646:SEASONAL,110,2
16120100160022004823,0836:HOUSEHOLD CLEANING,143,8
16120100160022004824,0852:COMPUTER SOFTWARE,150,1
16120100160022004824,0982:SPIRITS,176,1
16120100160022004825,0973:CANDY,175,1
16120100160022004825,0982:SPIRITS,176,1
16120100160022004825,0983:WINE,177,1
16120100160022004825,0991:TOBACCO,179,1
16120100160022004826,0644:SPORTS NUTRITION,292,1
16120100160022004826,0836:HOUSEHOLD CLEANING,143,1
16120100160022004827,0597:HEALTH AIDS,93,1
16120100160022004827,0604:PERSONAL CARE,100,4
16120100160022004827,0961:GENERAL GROCERIES,169,1
16120100160022004827,0962:BEVERAGES,170,1
16120100160022004828,0982:SPIRITS,176,1
16120100160022004829,0826:SMALL ELECTRICS,138,2
16120100160022004830,0962:BEVERAGES,170,1
16120100160022004830,0982:SPIRITS,176,4
16120100160022004830,0984:BEER,178,6
16120100160022004830,0991:TOBACCO,179,3
16120100160022004831,0982:SPIRITS,176,1
16120100160022004832,0982:SPIRITS,176,3
16120100160022004832,0991:TOBACCO,179,1
16120100160022004833,0983:WINE,177,11
16120100160022004834,0879:PET SUPPLIES,158,3
16120100160022004835,0530:SCHOOL/OFFIC SUPP,70,3
16120100160022004835,0532:AMERICAN GREETINGS,72,1
16120100160022004835,0644:SPORTS NUTRITION,292,1
16120100160022004835,0962:BEVERAGES,170,1
16120100160022004835,0973:CANDY,175,2
16120100160022004836,0983:WINE,177,12
16120100160022004837,0984:BEER,178,1
16120100160022004838,0982:SPIRITS,176,3
16120100160022004839,0597:HEALTH AIDS,93,2
16120100160022004839,0644:SPORTS NUTRITION,292,10
16120100160022004839,0961:GENERAL GROCERIES,169,3
16120100160022004840,0982:SPIRITS,176,3
16120100160022004840,0983:WINE,177,1
16120100160022004841,0962:BEVERAGES,170,7
16120100160022004841,0991:TOBACCO,179,1
16120100160022004842,0982:SPIRITS,176,1
16120100160022004843,0982:SPIRITS,176,1
16120100160022004843,0983:WINE,177,1
16120100160022004844,0962:BEVERAGES,170,1
16120100160022004844,0982:SPIRITS,176,2
16120100160022004844,0983:WINE,177,1
16120100160022004845,0983:WINE,177,12
16120100160022004846,0836:HOUSEHOLD CLEANING,143,2
16120100160022004846,0962:BEVERAGES,170,1
16120100160022004846,0973:CANDY,175,2
16120100160022004846,0991:TOBACCO,179,2
16120100160022004847,0836:HOUSEHOLD CLEANING,143,1
16120100160022004847,0846:BATTERIES,147,1
16120100160022004847,0982:SPIRITS,176,2
16120100160022004847,0991:TOBACCO,179,2
16120100160022004848,0973:CANDY,175,1
16120100160022004848,0984:BEER,178,1
16120100160022004849,0597:HEALTH AIDS,93,1
16120100160022004849,0604:PERSONAL CARE,100,1
16120100160022004849,0836:HOUSEHOLD CLEANING,143,1
16120100160022004849,0961:GENERAL GROCERIES,169,3
16120100160022004849,0962:BEVERAGES,170,1
16120100160022004849,0973:CANDY,175,1
16120100160023004136,0531:STATIONERY SUNDRIES,71,7
16120100160023004136,0644:SPORTS NUTRITION,292,1
16120100160023004136,0856:GLUES/TAPES/ACC,154,1
16120100160023004137,0982:SPIRITS,176,1
16120100160023004138,0532:AMERICAN GREETINGS,72,1
16120100160023004138,0962:BEVERAGES,170,1
16120100160023004139,0846:BATTERIES,147,1
16120100160023004139,0861:GENERAL HARDWARE,156,1
16120100160023004139,0863:POWER EQUIPMENT,157,1
16120100160023004140,0161:MISSY KAREN SCOTT,5,1
16120100160023004140,0593:PRESTIGE COSMETICS,270,1
16120100160023004140,0982:SPIRITS,176,1
16120100160023004140,0983:WINE,177,7
16120100160023004141,0961:GENERAL GROCERIES,169,2
16120100160023004141,0984:BEER,178,3
16120100160023004142,0879:PET SUPPLIES,158,1
16120100160023004142,0982:SPIRITS,176,1
16120100160023004143,0056:SOUVENIR,265,1
16120100160023004143,0532:AMERICAN GREETINGS,72,5
16120100160023004143,0603:BEAUTY CARE,99,2
16120100160023004143,0646:SEASONAL,110,5
16120100160023004143,0861:GENERAL HARDWARE,156,1
16120100160023004143,0973:CANDY,175,2
16120100160023004144,0982:SPIRITS,176,3
16120100160023004145,0982:SPIRITS,176,2
16120100160023004145,0983:WINE,177,4
16120100160023004146,0380:MENS ACTIVEWEAR,46,1
16120100160023004146,0982:SPIRITS,176,2
16120100160023004147,0982:SPIRITS,176,1
16120100160023004147,0991:TOBACCO,179,2
16120100160023004148,0983:WINE,177,6
16120100160023004149,0353:MENS OUTDOOR,36,1
16120100160023004149,0597:HEALTH AIDS,93,6
16120100160023004149,0604:PERSONAL CARE,100,1
16120100160023004150,0982:SPIRITS,176,1
16120100160023004151,0861:GENERAL HARDWARE,156,1
16120100160023004151,0961:GENERAL GROCERIES,169,2
16120100160023004152,0597:HEALTH AIDS,93,1
16120100160023004153,0982:SPIRITS,176,1
16120100160023004154,0836:HOUSEHOLD CLEANING,143,1
16120100160023004155,0861:GENERAL HARDWARE,156,1
16120100160023004155,0973:CANDY,175,1
16120100160023004155,0982:SPIRITS,176,1
16120100160023004156,0604:PERSONAL CARE,100,5
16120100160023004156,0962:BEVERAGES,170,4
16120100160023004157,0879:PET SUPPLIES,158,1
16120100160023004158,0982:SPIRITS,176,4
16120100160023004158,0984:BEER,178,2
16120100160023004159,0640:TOYS,108,1
16120100160023004159,0982:SPIRITS,176,1
16120100160023004159,0983:WINE,177,2
16120100160023004160,0604:PERSONAL CARE,100,1
16120100160023004160,0639:TEAM SPORTING GOODS,107,1
16120100160023004161,0961:GENERAL GROCERIES,169,3
16120100160023004161,0982:SPIRITS,176,1
16120100160023004162,0353:MENS OUTDOOR,36,2
16120100160023004162,0644:SPORTS NUTRITION,292,1
16120100160023004162,0646:SEASONAL,110,6
16120100160023004162,0991:TOBACCO,179,1
16120100160023004163,0962:BEVERAGES,170,1
16120100160023004163,0982:SPIRITS,176,1
16120100160023004164,0449:GIRLS ACCESSORIES,58,1
16120100160023004164,0532:AMERICAN GREETINGS,72,3
16120100160023004164,0597:HEALTH AIDS,93,1
16120100160023004164,0838:FLOOR CARE,144,1
16120100160023004164,0973:CANDY,175,2
16120100160023004164,0983:WINE,177,5
16120100160023004165,0982:SPIRITS,176,3
16120100160023004165,0984:BEER,178,2
16120100160023004166,0604:PERSONAL CARE,100,1
16120100160023004166,0646:SEASONAL,110,2
16120100160023004166,0973:CANDY,175,7
16120100160023004167,0640:TOYS,108,1
16120100160023004167,0983:WINE,177,2
16120100160023004168,0982:SPIRITS,176,6
16120100160023004168,0983:WINE,177,1
16120100160023004168,0984:BEER,178,1
16120100160023004169,0961:GENERAL GROCERIES,169,3
16120100160023004169,0973:CANDY,175,3
16120100160023004170,0604:PERSONAL CARE,100,1
16120100160023004170,0991:TOBACCO,179,1
16120100160023004171,0983:WINE,177,1
16120100160023004173,0531:STATIONERY SUNDRIES,71,3
16120100160023004173,0532:AMERICAN GREETINGS,72,1
16120100160023004173,0982:SPIRITS,176,6
16120100160023004173,0983:WINE,177,4
16120100160023004174,0983:WINE,177,1
16120100160023004174,0984:BEER,178,1
16120100160023004175,0983:WINE,177,2
16120100160023004176,0836:HOUSEHOLD CLEANING,143,5
16120100160023004177,0982:SPIRITS,176,2
16120100160023004178,0597:HEALTH AIDS,93,3
16120100160023004178,0991:TOBACCO,179,1
16120100160023004179,0879:PET SUPPLIES,158,1
16120100160023004179,0884:LAWN & GARDEN,160,1
16120100160023004179,0982:SPIRITS,176,12
16120100160023004179,0984:BEER,178,2
16120100160023004180,0982:SPIRITS,176,2
16120100160023004180,0991:TOBACCO,179,1
16120100160023004181,0984:BEER,178,1
16120100160023004181,0991:TOBACCO,179,1
16120100160023004182,0353:MENS OUTDOOR,36,1
16120100160023004182,0380:MENS ACTIVEWEAR,46,1
16120100160023004182,0982:SPIRITS,176,1
16120100160023004182,0983:WINE,177,1
16120100160023004183,0532:AMERICAN GREETINGS,72,1
16120100160023004183,0597:HEALTH AIDS,93,1
16120100160023004183,0961:GENERAL GROCERIES,169,1
16120100160023004183,0962:BEVERAGES,170,1
16120100160023004183,0983:WINE,177,3
16120100160023004184,0982:SPIRITS,176,12
16120100160023004184,0983:WINE,177,2
16120100160023004185,0380:MENS ACTIVEWEAR,46,1
16120100160023004185,0590:MASS COSMETICS,86,1
16120100160023004185,0597:HEALTH AIDS,93,1
16120100160023004186,0343:MENS DENIM JEANS,34,1
16120100160023004186,0532:AMERICAN GREETINGS,72,4
16120100160023004186,0722:OUTDOOR LIVING,122,1
16120100160023004186,0973:CANDY,175,1
16120100160023004187,0962:BEVERAGES,170,4
16120100160023004188,0632:DIGITAL FITNESS,309,1
16120100160023004188,0962:BEVERAGES,170,2
