POS Txn,Dept,ID,Sales U
16120100160024002211,0973:CANDY,175,1
16120100160024002212,0973:CANDY,175,2
16120100160024002213,0597:HEALTH AIDS,93,3
16120100160024002213,0836:HOUSEHOLD CLEANING,143,2
16120100160024002214,0597:HEALTH AIDS,93,1
16120100160024002214,0983:WINE,177,3
16120100160024002215,0983:WINE,177,1
16120100160024002215,0984:BEER,178,2
16120100160024002216,0603:BEAUTY CARE,99,2
16120100160024002216,0973:CANDY,175,1
16120100160024002217,0861:GENERAL HARDWARE,156,1
16120100160024002218,0604:PERSONAL CARE,100,5
16120100160024002218,0640:TOYS,108,8
16120100160024002218,0836:HOUSEHOLD CLEANING,143,2
16120100160024002219,0984:BEER,178,1
16120100160024002220,0879:PET SUPPLIES,158,2
16120100160024002221,0532:AMERICAN GREETINGS,72,2
16120100160024002221,0590:MASS COSMETICS,86,1
16120100160024002221,0593:PRESTIGE COSMETICS,270,1
16120100160024002221,0640:TOYS,108,3
16120100160024002222,0360:MENS FURNISHINGS,42,2
16120100160024002222,0836:HOUSEHOLD CLEANING,143,1
16120100160024002222,0879:PET SUPPLIES,158,2
16120100160024002222,0982:SPIRITS,176,1
16120100160024002223,0982:SPIRITS,176,1
16120100160024002224,0982:SPIRITS,176,2
16120100160024002224,0991:TOBACCO,179,2
16120100160024002225,0991:TOBACCO,179,2
16120100160024002226,0962:BEVERAGES,170,1
16120100160024002226,0973:CANDY,175,2
16120100160024002226,0984:BEER,178,1
16120100160024002228,0962:BEVERAGES,170,2
16120100160024002228,0982:SPIRITS,176,5
16120100160024002228,0983:WINE,177,4
16120100160024002229,0983:WINE,177,4
16120100160024002230,0982:SPIRITS,176,1
16120100160024002230,0984:BEER,178,1
16120100160024002231,0982:SPIRITS,176,1
16120100160024002231,0984:BEER,178,2
16120100160024002232,0634:VITAMINS & HLTH AIDS,102,1
16120100160024002232,0991:TOBACCO,179,2
16120100160024002233,0836:HOUSEHOLD CLEANING,143,3
16120100160024002234,0360:MENS FURNISHINGS,42,2
16120100160024002234,0391:MENS SHOES,48,1
16120100160024002234,0973:CANDY,175,1
16120100160024002235,0590:MASS COSMETICS,86,1
16120100160024002235,0982:SPIRITS,176,4
16120100160024002236,0962:BEVERAGES,170,1
16120100160024002237,0391:MENS SHOES,48,1
16120100160024002237,0597:HEALTH AIDS,93,3
16120100160024002237,0604:PERSONAL CARE,100,1
16120100160024002237,0836:HOUSEHOLD CLEANING,143,3
16120100160024002237,0962:BEVERAGES,170,3
16120100160024002238,0644:SPORTS NUTRITION,292,5
16120100160024002238,0861:GENERAL HARDWARE,156,2
16120100160024002238,0962:BEVERAGES,170,1
16120100160024002238,0984:BEER,178,1
16120100160024002239,0646:SEASONAL,110,2
16120100160024002240,0826:SMALL ELECTRICS,138,1
16120100160024002240,0991:TOBACCO,179,2
16120100160024002241,0982:SPIRITS,176,1
16120100160024002242,0984:BEER,178,3
16120100160024002243,0531:STATIONERY SUNDRIES,71,1
16120100160024002243,0962:BEVERAGES,170,1
16120100160024002243,0982:SPIRITS,176,1
16120100160024002243,0983:WINE,177,1
16120100160024002243,0991:TOBACCO,179,1
16120100160024002244,0411:PEGABLES,50,1
16120100160024002244,0415:NEWBORN APPAREL,51,2
16120100160024002244,0598:BABY CARE,94,13
16120100160024002244,0604:PERSONAL CARE,100,1
16120100160024002244,0836:HOUSEHOLD CLEANING,143,1
16120100160024002244,0879:PET SUPPLIES,158,1
16120100160024002244,0982:SPIRITS,176,4
16120100160024002244,0984:BEER,178,1
16120100160024002245,0638:GEN SPORTING GOODS,106,1
16120100160024002245,0836:HOUSEHOLD CLEANING,143,1
16120100160024002245,0961:GENERAL GROCERIES,169,1
16120100160024002245,0965:PERISHABLES,171,1
16120100160024002246,0982:SPIRITS,176,2
16120100160024002246,0984:BEER,178,1
16120100160024002246,0991:TOBACCO,179,1
16120100160024002247,0879:PET SUPPLIES,158,1
16120100160024002247,0982:SPIRITS,176,1
16120100160024002247,0991:TOBACCO,179,1
16120100160024002248,0962:BEVERAGES,170,1
16120100160024002248,0982:SPIRITS,176,1
16120100160024002248,0991:TOBACCO,179,1
16120100160024002249,0597:HEALTH AIDS,93,1
16120100160024002249,0604:PERSONAL CARE,100,2
16120100160024002249,0836:HOUSEHOLD CLEANING,143,2
16120100160024002249,0962:BEVERAGES,170,1
16120100160024002249,0965:PERISHABLES,171,1
16120100160024002249,0982:SPIRITS,176,1
16120100160024002250,0962:BEVERAGES,170,3
16120100160024002250,0982:SPIRITS,176,1
16120100160024002250,0991:TOBACCO,179,1
16120100160024002251,0879:PET SUPPLIES,158,2
16120100160024002252,0597:HEALTH AIDS,93,1
16120100160024002252,0604:PERSONAL CARE,100,1
16120100160024002252,0836:HOUSEHOLD CLEANING,143,1
16120100160024002252,0961:GENERAL GROCERIES,169,2
16120100160024002253,0597:HEALTH AIDS,93,1
16120100160024002253,0991:TOBACCO,179,1
16120100160024002254,0644:SPORTS NUTRITION,292,1
16120100160024002254,0984:BEER,178,1
16120100160024002255,0984:BEER,178,-1
16120100160024002256,0982:SPIRITS,176,3
16120100160024002257,0850:PC HDWR & OFFICE EQP,148,1
16120100160024002258,0984:BEER,178,2
16120100160024002259,0603:BEAUTY CARE,99,1
16120100160024002260,0532:AMERICAN GREETINGS,72,1
16120100160024002260,0595:HOME/BATH,272,2
16120100160024002260,0983:WINE,177,1
16120100160024002261,0597:HEALTH AIDS,93,2
16120100160024002261,0604:PERSONAL CARE,100,2
16120100160024002262,0962:BEVERAGES,170,1
16120100160024002262,0982:SPIRITS,176,1
16120100160024002263,0982:SPIRITS,176,2
16120100160024002263,0984:BEER,178,2
16120100160024002264,0836:HOUSEHOLD CLEANING,143,5
16120100160024002265,0603:BEAUTY CARE,99,1
16120100160024002265,0604:PERSONAL CARE,100,2
16120100160024002265,0962:BEVERAGES,170,2
16120100160024002266,0982:SPIRITS,176,4
16120100160024002267,0440:GIRLS 7-16 CLOTHING,57,1
16120100160024002267,0646:SEASONAL,110,4
16120100160024002268,0962:BEVERAGES,170,3
16120100160024002269,0359:MENS ACCESSORIES,41,1
16120100160024002269,0597:HEALTH AIDS,93,1
16120100160024002269,0604:PERSONAL CARE,100,1
16120100160024002269,0634:VITAMINS & HLTH AIDS,102,2
16120100160024002269,0836:HOUSEHOLD CLEANING,143,2
16120100160024002269,0982:SPIRITS,176,1
16120100160024002270,0991:TOBACCO,179,2
16120100160024002271,0639:TEAM SPORTING GOODS,107,1
16120100160024002271,0991:TOBACCO,179,1
16120100160024002272,0797:SEASONAL GIFTS,294,1
16120100160024002272,0982:SPIRITS,176,7
16120100160024002273,0982:SPIRITS,176,4
16120100160024002274,0982:SPIRITS,176,3
16120100160024002276,0991:TOBACCO,179,4
16120100160024002277,0991:TOBACCO,179,1
16120100160024002278,0597:HEALTH AIDS,93,1
16120100160024002278,0604:PERSONAL CARE,100,2
16120100160024002279,0982:SPIRITS,176,1
16120100160024002280,0597:HEALTH AIDS,93,2
16120100160024002280,0604:PERSONAL CARE,100,1
16120100160024002280,0836:HOUSEHOLD CLEANING,143,1
16120100160024002281,0597:HEALTH AIDS,93,3
16120100160024002281,0973:CANDY,175,2
16120100160024002282,0597:HEALTH AIDS,93,1
16120100160024002283,0984:BEER,178,4
16120100160024002284,0590:MASS COSMETICS,86,1
16120100160024002284,0604:PERSONAL CARE,100,3
16120100160024002285,0982:SPIRITS,176,2
16120100160024002286,0982:SPIRITS,176,1
16120100160024002287,0991:TOBACCO,179,1
16120100160024002288,0604:PERSONAL CARE,100,2
16120100160024002289,0596:MENS PRESTIGE FRAG,273,1
16120100160024002289,0640:TOYS,108,15
16120100160024002289,0645:BIKES,109,1
16120100160024002290,0554:TELECOMMUNICATIONS,76,1
16120100160024002290,0859:iPAD,288,1
16120100160024002290,0982:SPIRITS,176,1
16120100160024002290,0984:BEER,178,3
16120100160024002291,0984:BEER,178,1
16120100160024002292,0598:BABY CARE,94,1
16120100160024002292,0603:BEAUTY CARE,99,1
16120100160024002292,0604:PERSONAL CARE,100,2
16120100160024002292,0961:GENERAL GROCERIES,169,1
16120100160024002292,0984:BEER,178,1
16120100160024002293,0962:BEVERAGES,170,2
16120100160024002293,0982:SPIRITS,176,1
16120100160024002294,0640:TOYS,108,2
16120100160024002295,0982:SPIRITS,176,6
16120100160024002295,0991:TOBACCO,179,2
16120100160024002296,0982:SPIRITS,176,1
16120100160024002297,0879:PET SUPPLIES,158,1
16120100160024002297,0983:WINE,177,1
16120100160024002298,0597:HEALTH AIDS,93,2
16120100160024002298,0644:SPORTS NUTRITION,292,2
16120100160024002298,0973:CANDY,175,4
16120100160024002298,0991:TOBACCO,179,1
16120100160024002299,0962:BEVERAGES,170,1
16120100160024002299,0982:SPIRITS,176,2
16120100160024002300,0597:HEALTH AIDS,93,1
16120100160024002300,0836:HOUSEHOLD CLEANING,143,2
16120100160024002300,0961:GENERAL GROCERIES,169,1
16120100160024002300,0982:SPIRITS,176,6
16120100160024002301,0962:BEVERAGES,170,1
16120100160024002301,0982:SPIRITS,176,5
16120100160024002301,0991:TOBACCO,179,1
16120100160024002302,0597:HEALTH AIDS,93,1
16120100160024002302,0984:BEER,178,2
16120100160024002302,0991:TOBACCO,179,1
16120100160024002303,0826:SMALL ELECTRICS,138,1
16120100160024002303,0879:PET SUPPLIES,158,1
16120100160024002304,0639:TEAM SPORTING GOODS,107,1
16120100160024002304,0983:WINE,177,1
16120100160024002305,0597:HEALTH AIDS,93,1
16120100160024002305,0962:BEVERAGES,170,2
16120100160024002306,0982:SPIRITS,176,1
16120100160024002307,0973:CANDY,175,3
16120100160024002307,0982:SPIRITS,176,2
16120100160024002308,0797:SEASONAL GIFTS,294,1
16120100160024002308,0973:CANDY,175,4
16120100160024002309,0982:SPIRITS,176,1
16120100160024002309,0984:BEER,178,1
16120100160024002310,0644:SPORTS NUTRITION,292,2
16120100160024002310,0982:SPIRITS,176,1
16120100160024002311,0597:HEALTH AIDS,93,2
16120100160024002311,0603:BEAUTY CARE,99,2
16120100160024002311,0604:PERSONAL CARE,100,2
16120100160024002311,0836:HOUSEHOLD CLEANING,143,1
16120100160024002311,0961:GENERAL GROCERIES,169,6
16120100160024002311,0962:BEVERAGES,170,4
16120100160024002311,0973:CANDY,175,1
16120100160024002311,0982:SPIRITS,176,1
16120100160024002312,0532:AMERICAN GREETINGS,72,1
16120100160024002312,0604:PERSONAL CARE,100,2
16120100160024002312,0879:PET SUPPLIES,158,1
16120100160024002312,0991:TOBACCO,179,2
16120100160024002313,0837:GENERAL HOUSEWARES,296,2
16120100160024002313,0983:WINE,177,2
16120100160024002314,0597:HEALTH AIDS,93,2
16120100160024002314,0604:PERSONAL CARE,100,1
16120100160024002315,0836:HOUSEHOLD CLEANING,143,1
16120100160024002316,0962:BEVERAGES,170,1
16120100160024002316,0982:SPIRITS,176,3
16120100160024002316,0983:WINE,177,1
16120100160031004851,0360:MENS FURNISHINGS,42,1
16120100160031004851,0973:CANDY,175,1
16120100160031004852,0173:JUNIOR BOTTOMS,10,1
16120100160031004852,0178:DENIM COLLECTIONS,13,1
16120100160031004853,0638:GEN SPORTING GOODS,106,1
16120100160031004854,0380:MENS ACTIVEWEAR,46,1
16120100160031004854,0879:PET SUPPLIES,158,1
16120100160031004854,0991:TOBACCO,179,3
16120100160031004855,0931:BATH,165,1
16120100160031004855,0961:GENERAL GROCERIES,169,1
16120100160031004856,0931:BATH,165,1
16120100160031004856,0961:GENERAL GROCERIES,169,1
16120100160031004856,0962:BEVERAGES,170,1
16120100160031004857,0589:SUNGLASSES,85,1
16120100160031004858,0593:PRESTIGE COSMETICS,270,1
16120100160031004858,0595:HOME/BATH,272,1
16120100160031004859,0961:GENERAL GROCERIES,169,1
16120100160031004859,0962:BEVERAGES,170,1
16120100160031004859,0973:CANDY,175,1
16120100160031004860,0530:SCHOOL/OFFIC SUPP,70,4
16120100160031004861,0982:SPIRITS,176,2
16120100160031004861,0991:TOBACCO,179,2
16120100160031004862,0836:HOUSEHOLD CLEANING,143,2
16120100160031004862,0961:GENERAL GROCERIES,169,1
16120100160031004864,0533:PAPYRUS,307,1
16120100160031004864,0590:MASS COSMETICS,86,1
16120100160031004864,0982:SPIRITS,176,1
16120100160031004864,0983:WINE,177,1
16120100160031004865,0359:MENS ACCESSORIES,41,1
16120100160031004865,0826:SMALL ELECTRICS,138,1
16120100160031004866,0836:HOUSEHOLD CLEANING,143,2
16120100160031004867,0822:THIRD PARTY GIFTCARD,278,1
16120100160031004867,0962:BEVERAGES,170,1
16120100160031004867,0984:BEER,178,1
16120100160031004867,0991:TOBACCO,179,1
16120100160031004868,0353:MENS OUTDOOR,36,1
16120100160031004869,0593:PRESTIGE COSMETICS,270,1
16120100160031004869,0879:PET SUPPLIES,158,1
16120100160031004870,0597:HEALTH AIDS,93,4
16120100160031004870,0604:PERSONAL CARE,100,1
16120100160031004870,0984:BEER,178,1
16120100160031004871,0291:WOMENS FTWR:DRS/CAS,28,2
16120100160031004871,0797:SEASONAL GIFTS,294,1
16120100160031004872,0193:LADIES ACTIVEWEAR,21,1
16120100160031004872,0595:HOME/BATH,272,1
16120100160031004872,0815:AUDIO ELECTRONICS,132,2
16120100160031004872,0837:GENERAL HOUSEWARES,296,1
16120100160031004873,0554:TELECOMMUNICATIONS,76,1
16120100160031004873,0597:HEALTH AIDS,93,1
16120100160031004873,0638:GEN SPORTING GOODS,106,1
16120100160031004874,0002:BARBER RETAIL,264,1
16120100160031004875,0532:AMERICAN GREETINGS,72,1
16120100160031004875,0646:SEASONAL,110,1
16120100160031004875,0973:CANDY,175,2
16120100160031004876,0962:BEVERAGES,170,1
16120100160031004876,0973:CANDY,175,1
16120100160031004876,0991:TOBACCO,179,1
16120100160031004877,0421:TODDLER GIRL APPAREL,53,1
16120100160031004877,0826:SMALL ELECTRICS,138,1
16120100160031004877,0941:BEDDING,167,1
16120100160031004877,0973:CANDY,175,3
16120100160031004877,0991:TOBACCO,179,1
16120100160031004878,0822:THIRD PARTY GIFTCARD,278,1
16120100160031004878,0991:TOBACCO,179,5
16120100160031004879,0353:MENS OUTDOOR,36,1
16120100160031004879,0415:NEWBORN APPAREL,51,1
16120100160031004879,0640:TOYS,108,2
16120100160031004879,0646:SEASONAL,110,1
16120100160031004880,0962:BEVERAGES,170,1
16120100160031004880,0973:CANDY,175,1
16120100160031004880,0991:TOBACCO,179,1
16120100160031004881,0596:MENS PRESTIGE FRAG,273,1
16120100160031004882,0240:SLEEPWEAR/LOUNGEWEAR,24,9
16120100160031004882,0440:GIRLS 7-16 CLOTHING,57,2
16120100160031004882,0470:BOYS 8-20 CLOTHING,61,1
16120100160031004883,0982:SPIRITS,176,4
16120100160031004884,0991:TOBACCO,179,4
16120100160031004885,0530:SCHOOL/OFFIC SUPP,70,2
16120100160031004886,0585:WATCHES,81,1
16120100160031004887,0240:SLEEPWEAR/LOUNGEWEAR,24,2
16120100160031004887,0261:HOSIERY,250,1
16120100160031004887,0530:SCHOOL/OFFIC SUPP,70,1
16120100160031004887,0532:AMERICAN GREETINGS,72,1
16120100160031004887,0603:BEAUTY CARE,99,1
16120100160031004887,0795:HOME DECOR,128,1
16120100160031004887,0973:CANDY,175,3
16120100160031004887,0991:TOBACCO,179,1
16120100160031004888,0973:CANDY,175,1
16120100160031004889,0597:HEALTH AIDS,93,2
16120100160031004890,0597:HEALTH AIDS,93,2
16120100160031004890,0604:PERSONAL CARE,100,5
16120100160031004890,0638:GEN SPORTING GOODS,106,1
16120100160031004890,0991:TOBACCO,179,1
16120100160031004891,0973:CANDY,175,4
16120100160031004893,0797:SEASONAL GIFTS,294,1
16120100160031004894,0991:TOBACCO,179,1
16120100160031004895,0530:SCHOOL/OFFIC SUPP,70,1
16120100160031004895,0837:GENERAL HOUSEWARES,296,3
16120100160031004896,0343:MENS DENIM JEANS,34,3
16120100160031004896,0391:MENS SHOES,48,1
16120100160031004896,0395:MENS ATHLETIC SHOES,49,1
16120100160031004897,0646:SEASONAL,110,2
16120100160031004897,0962:BEVERAGES,170,1
16120100160031004897,0973:CANDY,175,1
16120100160031004898,0991:TOBACCO,179,2
16120100160031004899,0310:MENS OUTERWEAR,30,1
16120100160031004899,0343:MENS DENIM JEANS,34,2
16120100160031004899,0354:MENS MODERN COLLECT,37,1
16120100160031004900,0962:BEVERAGES,170,1
16120100160031004900,0973:CANDY,175,4
16120100160031004901,0962:BEVERAGES,170,2
16120100160031004901,0982:SPIRITS,176,8
16120100160031004901,0984:BEER,178,3
16120100160031004901,0991:TOBACCO,179,2
16120100160031004902,0261:HOSIERY,250,1
16120100160031004903,0816:VIDEO ELECTRONICS,133,1
16120100160031004903,0826:SMALL ELECTRICS,138,1
16120100160031004904,0962:BEVERAGES,170,2
16120100160031004905,0973:CANDY,175,1
16120100160031004905,0991:TOBACCO,179,1
16120100160031004907,0343:MENS DENIM JEANS,34,1
16120100160031004907,0353:MENS OUTDOOR,36,1
16120100160031004907,0638:GEN SPORTING GOODS,106,1
16120100160031004908,0532:AMERICAN GREETINGS,72,1
16120100160031004908,0590:MASS COSMETICS,86,4
16120100160031004908,0603:BEAUTY CARE,99,1
16120100160031004908,0961:GENERAL GROCERIES,169,1
16120100160031004908,0962:BEVERAGES,170,2
16120100160031004908,0973:CANDY,175,6
16120100160031004908,0983:WINE,177,1
16120100160031004909,0962:BEVERAGES,170,2
16120100160031004910,0982:SPIRITS,176,1
16120100160031004910,0983:WINE,177,5
16120100160031004910,0984:BEER,178,2
16120100160031004911,0973:CANDY,175,2
16120100160031004912,0973:CANDY,175,1
16120100160031004913,0163:JUNIOR TOPS,6,1
16120100160031004913,0826:SMALL ELECTRICS,138,3
16120100160031004914,0291:WOMENS FTWR:DRS/CAS,28,1
16120100160031004914,0320:MNS TAILORED CLOTHNG,31,1
16120100160031004914,0340:MENS CASUAL SLACKS,32,1
16120100160031004914,0358:MENS DRESS SHIRTS,40,1
16120100160031004914,0359:MENS ACCESSORIES,41,1
16120100160031004914,0593:PRESTIGE COSMETICS,270,8
16120100160031004915,0991:TOBACCO,179,1
16120100160031004916,0962:BEVERAGES,170,1
16120100160031004917,0240:SLEEPWEAR/LOUNGEWEAR,24,3
16120100160031004917,0486:CHILDRENS FOOTWEAR,63,2
16120100160031004918,0532:AMERICAN GREETINGS,72,2
16120100160031004918,0597:HEALTH AIDS,93,1
16120100160031004918,0983:WINE,177,3
16120100160031004919,0188:STYLE & CO,19,1
16120100160031004919,0593:PRESTIGE COSMETICS,270,1
16120100160031004919,0597:HEALTH AIDS,93,2
16120100160031004919,0604:PERSONAL CARE,100,2
16120100160031004919,0836:HOUSEHOLD CLEANING,143,2
16120100160031004920,0991:TOBACCO,179,4
16120100160031004921,0182:CLASSIC COLLECTIONS,184,1
16120100160031004922,0343:MENS DENIM JEANS,34,2
16120100160031004923,0411:PEGABLES,50,1
16120100160031004923,0415:NEWBORN APPAREL,51,1
16120100160031004924,0416:INFANT APPAREL,52,2
16120100160031004924,0426:TODDLER BOY APPAREL,54,2
16120100160031004925,0360:MENS FURNISHINGS,42,1
16120100160031004925,0532:AMERICAN GREETINGS,72,2
16120100160031004925,0604:PERSONAL CARE,100,1
16120100160031004925,0797:SEASONAL GIFTS,294,2
16120100160031004925,0822:THIRD PARTY GIFTCARD,278,1
16120100160031004925,0837:GENERAL HOUSEWARES,296,2
16120100160031004925,0838:FLOOR CARE,144,1
16120100160031004926,0638:GEN SPORTING GOODS,106,1
16120100160031004927,0167:MISSY TOPS,8,1
16120100160031004928,0603:BEAUTY CARE,99,1
16120100160031004929,0604:PERSONAL CARE,100,1
16120100160031004930,0991:TOBACCO,179,2
16120100160031004931,0991:TOBACCO,179,2
16120100160031004932,0595:HOME/BATH,272,2
16120100160031004932,0603:BEAUTY CARE,99,1
16120100160031004933,0360:MENS FURNISHINGS,42,1
16120100160031004933,0368:TRAD COLLECTIONS,44,2
16120100160031004933,0991:TOBACCO,179,1
16120100160031004934,0359:MENS ACCESSORIES,41,1
16120100160031004934,0360:MENS FURNISHINGS,42,2
16120100160031004934,0590:MASS COSMETICS,86,4
16120100160031004934,0839:HOME ORG/SOLUTIONS,297,1
16120100160031004934,0856:GLUES/TAPES/ACC,154,4
16120100160031004934,0879:PET SUPPLIES,158,2
16120100160031004934,0931:BATH,165,3
16120100160031004935,0604:PERSONAL CARE,100,2
16120100160031004935,0961:GENERAL GROCERIES,169,1
16120100160031004936,0604:PERSONAL CARE,100,1
16120100160031004937,0604:PERSONAL CARE,100,2
16120100160031004937,0962:BEVERAGES,170,1
16120100160031004938,0449:GIRLS ACCESSORIES,58,2
16120100160031004938,0639:TEAM SPORTING GOODS,107,1
16120100160031004939,0962:BEVERAGES,170,1
16120100160031004939,0965:PERISHABLES,171,1
16120100160031004940,0597:HEALTH AIDS,93,1
16120100160031004940,0991:TOBACCO,179,3
16120100160031004941,0991:TOBACCO,179,2
16120100160031004942,0240:SLEEPWEAR/LOUNGEWEAR,24,2
16120100160031004942,0469:BOYS ACCESSORIES,60,1
16120100160031004942,0470:BOYS 8-20 CLOTHING,61,4
16120100160031004942,0597:HEALTH AIDS,93,1
16120100160031004942,0604:PERSONAL CARE,100,3
16120100160031004942,0640:TOYS,108,1
16120100160031004942,0836:HOUSEHOLD CLEANING,143,1
16120100160031004942,0846:BATTERIES,147,2
16120100160031004942,0879:PET SUPPLIES,158,1
16120100160031004942,0973:CANDY,175,6
16120100160031004943,0836:HOUSEHOLD CLEANING,143,3
16120100160031004944,0597:HEALTH AIDS,93,2
16120100160031004944,0598:BABY CARE,94,1
16120100160031004944,0836:HOUSEHOLD CLEANING,143,1
16120100160031004944,0861:GENERAL HARDWARE,156,1
16120100160031004944,0961:GENERAL GROCERIES,169,2
16120100160031004944,0962:BEVERAGES,170,3
16120100160031004944,0991:TOBACCO,179,4
16120100160031004945,0469:BOYS ACCESSORIES,60,2
16120100160031004945,0470:BOYS 8-20 CLOTHING,61,4
16120100160031004946,0973:CANDY,175,4
16120100160031004947,0646:SEASONAL,110,6
16120100160031004947,0680:AUTOMOTIVE,113,1
16120100160031004947,0861:GENERAL HARDWARE,156,1
16120100160031004947,0879:PET SUPPLIES,158,1
16120100160031004947,0991:TOBACCO,179,1
16120100160031004948,0161:MISSY KAREN SCOTT,5,2
16120100160031004948,0182:CLASSIC COLLECTIONS,184,1
16120100160031004948,0240:SLEEPWEAR/LOUNGEWEAR,24,7
16120100160031004948,0531:STATIONERY SUNDRIES,71,1
16120100160031004948,0597:HEALTH AIDS,93,2
16120100160031004948,0603:BEAUTY CARE,99,1
16120100160031004948,0826:SMALL ELECTRICS,138,1
16120100160031004948,0836:HOUSEHOLD CLEANING,143,1
16120100160031004948,0884:LAWN & GARDEN,160,2
16120100160031004948,0983:WINE,177,3
16120100160031004949,0358:MENS DRESS SHIRTS,40,2
16120100160031004949,0359:MENS ACCESSORIES,41,2
16120100160031004950,0991:TOBACCO,179,4
16120100160031004951,0541:BOOKS AND MAPS,74,1
16120100160031004951,0962:BEVERAGES,170,1
16120100160031004951,0973:CANDY,175,1
16120100160031004952,0593:PRESTIGE COSMETICS,270,2
16120100160031004953,0604:PERSONAL CARE,100,3
16120100160031004953,0646:SEASONAL,110,6
16120100160031004954,0603:BEAUTY CARE,99,1
16120100160031004954,0638:GEN SPORTING GOODS,106,1
16120100160031004954,0836:HOUSEHOLD CLEANING,143,1
16120100160031004954,0846:BATTERIES,147,1
16120100160031004955,0532:AMERICAN GREETINGS,72,1
16120100160031004956,0822:THIRD PARTY GIFTCARD,278,1
16120100160031004957,0291:WOMENS FTWR:DRS/CAS,28,1
16120100160031004958,0991:TOBACCO,179,4
16120100160031004959,0540:PERIODICALS/COMICS,73,1
16120100160031004959,0983:WINE,177,1
16120100160031004959,0991:TOBACCO,179,1
16120100160031004960,0359:MENS ACCESSORIES,41,2
16120100160031004960,0604:PERSONAL CARE,100,1
16120100160031004960,0973:CANDY,175,1
16120100160031004961,0585:WATCHES,81,2
16120100160032007247,0854:VIDEO GAMES,152,1
16120100160032007247,0962:BEVERAGES,170,1
16120100160032007248,0486:CHILDRENS FOOTWEAR,63,1
16120100160032007249,0598:BABY CARE,94,1
16120100160032007249,0603:BEAUTY CARE,99,1
16120100160032007249,0604:PERSONAL CARE,100,1
16120100160032007249,0991:TOBACCO,179,1
16120100160032007250,0595:HOME/BATH,272,2
16120100160032007251,0991:TOBACCO,179,2
16120100160032007252,0644:SPORTS NUTRITION,292,2
16120100160032007252,0859:iPAD,288,1
16120100160032007252,0973:CANDY,175,3
16120100160032007253,0110:LDS OUTERWEAR/OUTDR,1,1
16120100160032007254,0991:TOBACCO,179,1
16120100160032007255,0846:BATTERIES,147,1
16120100160032007256,0879:PET SUPPLIES,158,1
16120100160032007256,0962:BEVERAGES,170,1
16120100160032007257,0261:HOSIERY,250,1
16120100160032007257,0590:MASS COSMETICS,86,3
16120100160032007260,0839:HOME ORG/SOLUTIONS,297,2
16120100160032007261,0271:HANDBAGS,26,1
16120100160032007262,0470:BOYS 8-20 CLOTHING,61,1
16120100160032007262,0589:SUNGLASSES,85,1
16120100160032007263,0532:AMERICAN GREETINGS,72,9
16120100160032007263,0646:SEASONAL,110,2
16120100160032007263,0973:CANDY,175,1
16120100160032007264,0604:PERSONAL CARE,100,1
16120100160032007264,0846:BATTERIES,147,1
16120100160032007264,0982:SPIRITS,176,1
16120100160032007265,0261:HOSIERY,250,1
16120100160032007265,0826:SMALL ELECTRICS,138,1
16120100160032007265,0837:GENERAL HOUSEWARES,296,2
16120100160032007266,0359:MENS ACCESSORIES,41,1
16120100160032007267,0360:MENS FURNISHINGS,42,1
16120100160032007267,0837:GENERAL HOUSEWARES,296,2
16120100160032007268,0597:HEALTH AIDS,93,2
16120100160032007268,0603:BEAUTY CARE,99,1
16120100160032007268,0846:BATTERIES,147,1
16120100160032007268,0991:TOBACCO,179,1
16120100160032007269,0188:STYLE & CO,19,1
16120100160032007269,0240:SLEEPWEAR/LOUNGEWEAR,24,1
16120100160032007269,0261:HOSIERY,250,2
16120100160032007269,0826:SMALL ELECTRICS,138,4
16120100160032007269,0836:HOUSEHOLD CLEANING,143,2
16120100160032007269,0982:SPIRITS,176,2
16120100160032007269,0991:TOBACCO,179,1
16120100160032007270,0589:SUNGLASSES,85,1
16120100160032007270,0962:BEVERAGES,170,1
16120100160032007271,0604:PERSONAL CARE,100,1
16120100160032007271,0646:SEASONAL,110,3
16120100160032007271,0797:SEASONAL GIFTS,294,1
16120100160032007271,0879:PET SUPPLIES,158,1
16120100160032007271,0973:CANDY,175,2
16120100160032007272,0360:MENS FURNISHINGS,42,2
16120100160032007272,0416:INFANT APPAREL,52,2
16120100160032007272,0439:JUVENILLE FURNITURE,56,1
16120100160032007273,0554:TELECOMMUNICATIONS,76,1
16120100160032007273,0589:SUNGLASSES,85,1
16120100160032007274,0589:SUNGLASSES,85,1
16120100160032007275,0360:MENS FURNISHINGS,42,1
16120100160032007275,0604:PERSONAL CARE,100,1
16120100160032007275,0836:HOUSEHOLD CLEANING,143,1
16120100160032007276,0982:SPIRITS,176,5
16120100160032007277,0358:MENS DRESS SHIRTS,40,1
16120100160032007278,0163:JUNIOR TOPS,6,2
16120100160032007278,0603:BEAUTY CARE,99,1
16120100160032007278,0604:PERSONAL CARE,100,1
16120100160032007278,0836:HOUSEHOLD CLEANING,143,1
16120100160032007278,0962:BEVERAGES,170,2
16120100160032007278,0983:WINE,177,2
16120100160032007278,0984:BEER,178,4
16120100160032007279,0819:PRE-RECORDED A/V,135,1
16120100160032007280,0811:TELEVISION,131,1
16120100160032007281,0530:SCHOOL/OFFIC SUPP,70,1
16120100160032007281,0860:NETWORKING,310,1
16120100160032007282,0991:TOBACCO,179,1
16120100160032007283,0604:PERSONAL CARE,100,5
